Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP101174,Male,Yes,3+,Graduate,Yes,19674,9513.96,442.3,300,1.0,Urban,N
LP101175,Male,No,1,Not Graduate,Yes,2385,6223.17,120.1,240,1.0,Semiurban,N
LP101176,Male,No,1,Not Graduate,No,9234,7067.19,142.9,240,1.0,Rural,Y
LP101177,Female,Yes,1,Not Graduate,Yes,5406,2980.39,359.3,240,1.0,Urban,N
LP101178,Male,Yes,3+,Graduate,Yes,5992,4120.97,208.6,120,1.0,Rural,Y
LP101179,Male,Yes,1,Graduate,No,11230,2237.78,370.9,120,1.0,Semiurban,N
LP101180,Female,Yes,3+,Graduate,Yes,3573,9325.36,121.0,360,0.0,Urban,N
LP101181,Female,Yes,0,Graduate,No,18196,4881.04,163.5,120,0.0,Urban,N
LP101182,Female,Yes,3+,Graduate,No,7769,6304.48,120.5,180,1.0,Semiurban,Y
LP101183,Female,No,2,Not Graduate,Yes,23201,7342.72,478.8,180,1.0,Rural,N
LP101184,Female,No,1,Graduate,No,18694,3711.06,232.4,180,1.0,Urban,Y
LP101185,Female,No,1,Graduate,Yes,8341,7201.02,201.7,180,1.0,Urban,Y
LP101186,Female,Yes,2,Graduate,No,12455,6759.92,56.4,360,1.0,Semiurban,Y
LP101187,Male,No,3+,Not Graduate,Yes,3532,7056.59,119.0,180,1.0,Semiurban,Y
LP101188,Male,No,0,Not Graduate,No,11199,4892.3,239.5,300,1.0,Semiurban,Y
LP101189,Female,No,2,Not Graduate,Yes,14237,3829.37,80.8,300,0.0,Rural,N
LP101190,Male,No,2,Graduate,No,12262,2220.82,279.8,300,1.0,Rural,Y
LP101191,Male,No,3+,Not Graduate,No,8629,8246.26,254.8,120,1.0,Rural,Y
LP101192,Male,Yes,1,Not Graduate,No,20589,6083.5,395.2,240,0.0,Semiurban,N
LP101193,Female,Yes,3+,Not Graduate,Yes,10288,4443.52,346.9,360,0.0,Urban,N
LP101194,Female,No,2,Graduate,Yes,3647,9439.96,250.7,300,1.0,Rural,Y
LP101195,Male,No,2,Not Graduate,No,2115,478.39,151.1,300,0.0,Semiurban,N
LP101196,Female,No,1,Graduate,Yes,2447,8501.72,377.1,180,1.0,Rural,N
LP101197,Male,Yes,1,Graduate,No,7177,9975.83,368.5,300,1.0,Urban,N
LP101198,Male,Yes,1,Not Graduate,Yes,22535,8869.42,119.0,180,1.0,Urban,Y
LP101199,Male,No,3+,Graduate,No,9366,8104.37,461.6,180,1.0,Semiurban,N
LP101200,Male,Yes,1,Not Graduate,Yes,3513,3743.06,79.0,240,1.0,Urban,Y
LP101201,Female,Yes,2,Graduate,No,21581,2313.14,74.8,120,1.0,Semiurban,Y
LP101202,Female,No,2,Not Graduate,No,18374,7348.51,134.3,180,1.0,Semiurban,Y
LP101203,Female,Yes,0,Not Graduate,No,22234,3045.75,459.3,180,1.0,Semiurban,N
LP101204,Male,Yes,3+,Not Graduate,No,20312,1760.4,284.0,240,1.0,Semiurban,Y
LP101205,Female,No,0,Graduate,Yes,6487,7865.26,404.6,180,1.0,Urban,N
LP101206,Male,Yes,2,Not Graduate,No,10233,3125.44,152.5,360,1.0,Urban,Y
LP101207,Female,Yes,0,Graduate,Yes,10979,9144.42,270.6,120,1.0,Urban,Y
LP101208,Male,No,2,Not Graduate,Yes,11325,8406.33,211.2,360,1.0,Urban,Y
LP101209,Male,Yes,0,Graduate,No,22804,8476.4,422.5,300,0.0,Semiurban,N
LP101210,Male,Yes,1,Graduate,Yes,4426,7715.7,60.2,120,1.0,Semiurban,Y
LP101211,Female,No,0,Not Graduate,Yes,8782,8808.81,159.7,300,0.0,Urban,N
LP101212,Female,No,1,Not Graduate,Yes,17135,8057.47,118.7,180,1.0,Rural,Y
LP101213,Female,No,1,Not Graduate,No,17347,6025.11,436.6,240,1.0,Rural,N
LP101214,Female,Yes,3+,Not Graduate,Yes,22260,2958.23,260.4,360,0.0,Rural,N
LP101215,Male,No,1,Not Graduate,Yes,10990,8882.09,231.9,300,1.0,Urban,Y
LP101216,Female,Yes,1,Graduate,No,22752,8406.04,252.3,180,1.0,Semiurban,Y
LP101217,Female,No,0,Not Graduate,No,8486,4728.79,487.4,360,1.0,Semiurban,N
LP101218,Male,Yes,2,Not Graduate,Yes,8362,390.79,432.6,360,1.0,Rural,N
LP101219,Male,No,3+,Graduate,No,13659,6385.44,367.9,300,1.0,Rural,N
LP101220,Male,No,1,Not Graduate,Yes,5923,505.97,180.7,180,1.0,Semiurban,Y
LP101221,Female,No,3+,Not Graduate,Yes,11950,9262.8,124.3,240,1.0,Rural,Y
LP101222,Male,No,0,Graduate,Yes,24754,9616.31,464.6,300,0.0,Rural,N
LP101223,Male,Yes,1,Not Graduate,No,9659,1894.9,240.4,360,0.0,Semiurban,N
LP101224,Male,No,0,Not Graduate,Yes,3573,6763.89,175.4,360,1.0,Rural,Y
LP101225,Female,No,3+,Not Graduate,No,24054,922.69,261.9,120,1.0,Rural,Y
LP101226,Male,Yes,0,Graduate,No,18585,7295.17,463.0,180,1.0,Urban,N
LP101227,Female,No,3+,Not Graduate,Yes,11611,3472.88,224.2,120,1.0,Rural,Y
LP101228,Female,Yes,0,Graduate,No,8325,6810.5,303.2,240,0.0,Urban,N
LP101229,Male,No,3+,Not Graduate,No,12152,3728.77,411.3,300,1.0,Semiurban,N
LP101230,Male,No,2,Graduate,No,13954,1455.68,242.2,360,1.0,Urban,Y
LP101231,Female,No,0,Not Graduate,No,22148,4061.1,155.1,180,1.0,Semiurban,Y
LP101232,Male,Yes,0,Graduate,No,9468,1126.74,497.5,360,1.0,Urban,N
LP101233,Male,No,2,Graduate,Yes,14016,5768.83,480.5,120,1.0,Urban,N
LP101234,Female,No,2,Graduate,No,15790,409.52,429.6,120,1.0,Urban,N
LP101235,Female,No,0,Graduate,Yes,9276,5273.2,359.8,300,1.0,Rural,N
LP101236,Male,Yes,2,Graduate,Yes,10058,8863.69,182.7,180,1.0,Rural,Y
LP101237,Female,Yes,1,Graduate,Yes,10219,8378.73,461.0,180,0.0,Rural,N
LP101238,Male,No,3+,Not Graduate,Yes,6386,8827.82,174.0,300,1.0,Rural,Y
LP101239,Male,Yes,3+,Not Graduate,Yes,21819,9220.49,410.4,120,0.0,Rural,N
LP101240,Male,No,3+,Graduate,Yes,6119,1045.28,463.2,120,0.0,Urban,N
LP101241,Female,No,1,Graduate,No,23075,1287.47,321.4,120,1.0,Rural,N
LP101242,Male,No,2,Graduate,No,15456,5570.07,411.4,360,1.0,Semiurban,N
LP101243,Male,No,2,Graduate,No,11845,8939.73,406.3,240,1.0,Urban,N
LP101244,Male,No,0,Not Graduate,Yes,8375,9743.49,136.9,120,1.0,Urban,Y
LP101245,Female,No,2,Graduate,No,11600,462.62,350.6,240,1.0,Semiurban,N
LP101246,Female,No,0,Not Graduate,No,9356,3557.74,92.1,240,1.0,Rural,Y
LP101247,Female,Yes,1,Not Graduate,No,6901,2128.94,278.5,180,0.0,Semiurban,N
LP101248,Female,Yes,3+,Graduate,Yes,4522,7559.66,123.0,300,1.0,Urban,Y
LP101249,Female,Yes,3+,Graduate,No,13175,6401.94,237.4,360,1.0,Urban,Y
LP101250,Male,Yes,3+,Not Graduate,Yes,12412,1198.88,424.8,240,1.0,Urban,N
LP101251,Female,Yes,2,Not Graduate,No,7238,4835.22,494.2,360,0.0,Semiurban,N
LP101252,Female,Yes,0,Graduate,Yes,16626,6854.41,193.1,180,1.0,Rural,Y
LP101253,Female,Yes,0,Graduate,Yes,23868,7790.05,289.4,120,0.0,Urban,N
LP101254,Male,No,1,Graduate,Yes,3270,200.53,280.1,240,1.0,Rural,Y
LP101255,Female,No,2,Not Graduate,No,13805,8904.7,479.5,300,1.0,Urban,N
LP101256,Female,No,1,Not Graduate,No,11469,5692.81,265.4,180,1.0,Rural,Y
LP101257,Male,No,0,Graduate,Yes,13904,8119.09,364.6,360,1.0,Semiurban,N
LP101258,Female,Yes,0,Not Graduate,No,10489,8079.38,464.8,120,1.0,Urban,N
LP101259,Male,Yes,3+,Not Graduate,Yes,4715,1898.53,218.0,360,1.0,Urban,Y
LP101260,Male,No,2,Graduate,Yes,13480,1101.72,456.0,300,1.0,Urban,N
LP101261,Male,No,0,Graduate,No,8194,7212.87,462.9,240,1.0,Semiurban,N
LP101262,Male,Yes,3+,Not Graduate,No,20860,1564.27,468.8,300,0.0,Semiurban,N
LP101263,Male,No,2,Not Graduate,No,21621,8499.37,171.7,360,1.0,Rural,Y
LP101264,Female,No,1,Graduate,Yes,18636,7261.89,230.2,360,1.0,Semiurban,Y
LP101265,Male,No,2,Graduate,Yes,12161,8418.25,441.7,300,1.0,Urban,N
LP101266,Male,No,2,Graduate,No,2892,2990.13,211.6,300,1.0,Rural,N
LP101267,Female,Yes,0,Graduate,Yes,8289,3165.98,320.1,300,1.0,Semiurban,N
LP101268,Male,No,0,Graduate,No,15885,6712.22,103.1,120,1.0,Rural,Y
LP101269,Female,No,2,Not Graduate,Yes,18561,314.46,75.3,360,1.0,Rural,Y
LP101270,Female,Yes,0,Not Graduate,No,1605,7264.97,235.4,180,1.0,Rural,N
LP101271,Female,Yes,0,Not Graduate,No,12979,8357.83,310.5,120,1.0,Urban,N
LP101272,Male,No,0,Not Graduate,Yes,22637,4151.64,226.7,120,0.0,Urban,N
LP101273,Male,Yes,3+,Graduate,No,3446,7648.79,310.0,120,1.0,Semiurban,N
LP101274,Male,No,3+,Graduate,No,7044,1746.11,281.8,180,0.0,Urban,N
LP101275,Female,No,2,Graduate,Yes,18979,3222.6,358.6,300,1.0,Rural,N
LP101276,Male,Yes,0,Not Graduate,No,14775,9743.05,342.3,360,1.0,Rural,N
LP101277,Male,No,3+,Not Graduate,Yes,8485,9863.28,240.9,240,1.0,Urban,Y
LP101278,Male,No,2,Not Graduate,No,3282,5126.05,241.2,240,1.0,Rural,Y
LP101279,Female,No,0,Graduate,Yes,22425,9342.7,113.4,360,1.0,Urban,Y
LP101280,Female,No,1,Not Graduate,No,21141,5227.31,281.0,180,0.0,Rural,N
LP101281,Male,Yes,0,Graduate,No,7713,2915.88,314.2,240,1.0,Semiurban,N
LP101282,Male,Yes,0,Graduate,No,15985,2668.99,264.4,120,1.0,Semiurban,Y
LP101283,Male,No,3+,Graduate,No,17105,9295.06,196.6,240,1.0,Urban,Y
LP101284,Male,Yes,2,Graduate,Yes,6369,1724.46,374.7,360,1.0,Urban,N
LP101285,Female,No,2,Graduate,Yes,19445,5796.32,83.6,120,1.0,Urban,Y
LP101286,Female,No,3+,Graduate,Yes,21890,5555.25,461.5,240,1.0,Urban,N
LP101287,Female,No,0,Not Graduate,Yes,11367,7396.22,59.3,360,1.0,Urban,Y
LP101288,Female,No,1,Graduate,Yes,5481,4992.43,483.1,180,1.0,Rural,N
LP101289,Male,No,0,Graduate,Yes,10993,2722.86,258.1,360,1.0,Semiurban,Y
LP101290,Male,Yes,0,Not Graduate,Yes,7182,1693.96,235.7,180,1.0,Rural,Y
LP101291,Male,No,1,Graduate,No,7282,6208.19,165.4,120,1.0,Semiurban,Y
LP101292,Female,Yes,3+,Not Graduate,No,18827,7189.91,54.5,360,1.0,Rural,Y
LP101293,Male,Yes,2,Not Graduate,No,22434,5695.21,173.7,300,0.0,Rural,N
LP101294,Female,No,3+,Not Graduate,No,10637,7383.51,99.2,300,1.0,Rural,Y
LP101295,Female,No,3+,Graduate,Yes,18484,1415.21,346.9,300,1.0,Urban,N
LP101296,Male,No,0,Graduate,Yes,14512,8824.7,193.6,300,0.0,Semiurban,N
LP101297,Male,No,2,Not Graduate,Yes,24260,5823.96,395.2,300,0.0,Urban,N
LP101298,Male,No,2,Graduate,No,3024,1268.44,143.1,180,1.0,Urban,Y
LP101299,Female,Yes,3+,Graduate,Yes,21650,4619.25,455.1,360,1.0,Rural,N
LP101300,Male,No,1,Not Graduate,No,18134,8447.92,285.3,120,1.0,Semiurban,Y
LP101301,Female,No,3+,Not Graduate,Yes,1578,8975.62,101.5,300,1.0,Semiurban,N
LP101302,Male,Yes,1,Graduate,Yes,4623,2646.5,230.4,300,1.0,Semiurban,Y
LP101303,Female,Yes,2,Not Graduate,Yes,8564,7112.66,143.0,120,1.0,Semiurban,Y
LP101304,Female,No,3+,Not Graduate,Yes,14568,999.85,139.9,120,1.0,Urban,Y
LP101305,Male,Yes,0,Not Graduate,No,9917,335.46,277.9,300,1.0,Urban,Y
LP101306,Female,No,3+,Graduate,No,14862,5603.99,352.4,180,0.0,Semiurban,N
LP101307,Female,Yes,2,Graduate,Yes,2709,6948.28,460.2,120,1.0,Urban,N
LP101308,Male,Yes,0,Graduate,No,6653,7957.87,276.0,360,1.0,Semiurban,Y
LP101309,Female,No,0,Not Graduate,Yes,6398,3402.16,484.6,360,1.0,Urban,N
LP101310,Male,Yes,1,Graduate,Yes,20062,65.25,473.7,180,1.0,Rural,N
LP101311,Female,Yes,0,Not Graduate,Yes,12371,4795.19,439.3,240,0.0,Rural,N
LP101312,Male,Yes,0,Graduate,Yes,9110,158.54,275.0,180,1.0,Semiurban,Y
LP101313,Male,Yes,3+,Graduate,No,12577,919.85,113.4,300,1.0,Semiurban,Y
LP101314,Female,Yes,2,Not Graduate,Yes,17291,3266.89,148.1,240,1.0,Urban,Y
LP101315,Female,Yes,1,Graduate,Yes,4044,4371.72,341.5,300,1.0,Semiurban,N
LP101316,Female,No,3+,Not Graduate,No,7022,2794.69,239.8,360,1.0,Semiurban,Y
LP101317,Female,No,0,Graduate,Yes,3870,5818.65,116.1,120,1.0,Urban,Y
LP101318,Female,Yes,0,Graduate,No,21165,553.5,265.5,300,1.0,Semiurban,Y
LP101319,Male,No,1,Not Graduate,Yes,6210,1445.8,57.8,360,1.0,Semiurban,Y
LP101320,Female,No,2,Not Graduate,Yes,1828,6952.58,380.3,180,1.0,Rural,N
LP101321,Male,No,1,Not Graduate,Yes,15183,1421.41,83.1,300,1.0,Rural,Y
LP101322,Male,Yes,3+,Graduate,Yes,7079,6397.75,333.1,360,0.0,Rural,N
LP101323,Female,No,1,Graduate,Yes,22112,546.85,406.9,120,1.0,Semiurban,N
LP101324,Male,Yes,0,Graduate,Yes,14622,4073.82,109.7,300,1.0,Urban,Y
LP101325,Male,No,3+,Not Graduate,No,8294,1774.09,283.4,360,1.0,Rural,Y
LP101326,Male,Yes,0,Not Graduate,Yes,1620,1096.36,400.6,300,1.0,Semiurban,N
LP101327,Male,Yes,2,Not Graduate,No,8249,5670.33,167.3,120,1.0,Rural,Y
LP101328,Female,No,0,Graduate,No,15263,9283.36,123.3,300,0.0,Urban,N
LP101329,Male,No,0,Graduate,Yes,18848,547.87,201.6,300,1.0,Urban,Y
LP101330,Female,Yes,1,Not Graduate,No,22108,4215.54,299.6,360,1.0,Urban,Y
LP101331,Female,No,0,Graduate,Yes,16950,7075.35,308.9,240,1.0,Urban,N
LP101332,Male,No,3+,Not Graduate,No,5175,4626.88,108.9,300,1.0,Urban,Y
LP101333,Female,No,3+,Graduate,Yes,23578,8064.96,255.9,240,1.0,Urban,Y
LP101334,Female,Yes,2,Graduate,No,19960,1796.45,170.7,180,1.0,Semiurban,Y
LP101335,Female,Yes,3+,Not Graduate,No,24749,9595.94,428.9,300,0.0,Rural,N
LP101336,Male,No,1,Graduate,Yes,7143,3851.63,191.1,240,1.0,Urban,Y
LP101337,Female,No,2,Graduate,No,13060,3415.7,427.4,180,0.0,Rural,N
LP101338,Female,No,3+,Not Graduate,Yes,23133,8746.06,242.9,360,1.0,Rural,Y
LP101339,Female,Yes,1,Not Graduate,Yes,19200,5638.67,377.0,300,1.0,Semiurban,N
LP101340,Male,Yes,3+,Graduate,Yes,19080,5164.44,279.5,360,1.0,Urban,Y
LP101341,Female,No,3+,Not Graduate,Yes,16883,7269.78,329.9,180,1.0,Urban,N
LP101342,Male,No,0,Graduate,Yes,4670,5798.34,227.9,360,1.0,Semiurban,Y
LP101343,Male,No,3+,Not Graduate,No,1855,1625.16,395.7,360,1.0,Semiurban,N
LP101344,Male,No,3+,Graduate,No,11218,6741.98,241.3,120,1.0,Semiurban,Y
LP101345,Male,No,1,Graduate,No,1528,1334.69,255.9,180,1.0,Semiurban,N
LP101346,Male,No,1,Not Graduate,Yes,16331,8058.58,283.0,360,1.0,Semiurban,Y
LP101347,Male,Yes,0,Graduate,No,18897,9897.37,424.3,240,0.0,Rural,N
LP101348,Female,No,3+,Graduate,No,12394,3773.88,346.7,180,1.0,Semiurban,N
LP101349,Male,Yes,0,Not Graduate,No,10519,4447.56,207.1,120,1.0,Urban,Y
LP101350,Female,No,3+,Not Graduate,No,14138,464.34,351.6,300,1.0,Urban,N
LP101351,Female,No,2,Graduate,No,16389,137.33,339.1,360,1.0,Semiurban,N
LP101352,Male,Yes,2,Not Graduate,Yes,3524,9214.19,469.0,240,1.0,Semiurban,N
LP101353,Female,Yes,0,Not Graduate,Yes,7339,1286.24,428.6,120,0.0,Semiurban,N
LP101354,Female,Yes,0,Graduate,No,15003,4457.79,341.4,180,1.0,Semiurban,N
LP101355,Female,Yes,0,Graduate,Yes,23675,8153.55,203.7,360,1.0,Semiurban,Y
LP101356,Female,No,1,Not Graduate,Yes,11803,8893.19,400.8,120,1.0,Urban,N
LP101357,Male,Yes,1,Not Graduate,No,18638,5193.98,308.8,120,1.0,Rural,N
LP101358,Female,No,1,Not Graduate,No,21619,5650.33,493.4,240,1.0,Semiurban,N
LP101359,Male,Yes,0,Graduate,Yes,19122,6696.84,161.4,300,1.0,Semiurban,Y
LP101360,Female,No,3+,Graduate,No,3406,9613.82,85.8,300,1.0,Semiurban,Y
LP101361,Female,No,2,Graduate,Yes,8899,6026.7,81.5,300,0.0,Urban,N
LP101362,Male,No,0,Graduate,Yes,9461,5594.75,338.0,180,0.0,Urban,N
LP101363,Female,No,1,Graduate,No,22485,145.34,472.7,120,1.0,Rural,N
LP101364,Female,No,1,Graduate,Yes,13531,809.5,50.9,180,1.0,Rural,Y
LP101365,Female,No,0,Graduate,Yes,16628,5771.72,376.6,120,1.0,Rural,N
LP101366,Male,Yes,0,Not Graduate,Yes,17163,9362.4,345.7,240,1.0,Rural,N
LP101367,Female,No,1,Not Graduate,No,2960,8666.91,379.5,240,1.0,Urban,N
LP101368,Male,Yes,3+,Graduate,No,17182,9825.79,209.9,180,0.0,Rural,N
LP101369,Female,Yes,1,Graduate,No,16693,5278.34,419.2,180,1.0,Semiurban,N
LP101370,Male,No,1,Graduate,No,19300,7879.31,70.1,240,0.0,Urban,N
LP101371,Male,Yes,0,Not Graduate,Yes,12545,8404.0,389.9,360,0.0,Urban,N
LP101372,Female,No,3+,Graduate,No,9266,6480.32,170.2,300,1.0,Urban,Y
LP101373,Female,Yes,1,Not Graduate,No,19312,3387.5,264.6,300,1.0,Semiurban,Y
LP101374,Male,No,1,Not Graduate,No,5878,4699.78,420.2,240,1.0,Urban,N
LP101375,Male,Yes,2,Not Graduate,No,9029,8579.17,172.1,300,0.0,Semiurban,N
LP101376,Female,No,0,Not Graduate,Yes,22358,2985.48,133.3,360,0.0,Rural,N
LP101377,Male,No,2,Not Graduate,Yes,4571,9237.43,356.6,360,1.0,Urban,N
LP101378,Female,No,2,Graduate,Yes,18439,2298.06,290.0,120,1.0,Semiurban,Y
LP101379,Female,No,1,Graduate,No,19447,7495.16,281.5,180,0.0,Urban,N
LP101380,Female,Yes,0,Not Graduate,No,13192,6305.59,165.5,300,0.0,Rural,N
LP101381,Female,No,3+,Graduate,Yes,2540,7495.99,65.7,360,1.0,Urban,N
LP101382,Male,Yes,1,Not Graduate,No,4186,4373.48,234.6,180,1.0,Rural,Y
LP101383,Female,Yes,3+,Not Graduate,No,14166,9326.41,98.0,180,1.0,Urban,Y
LP101384,Male,Yes,3+,Graduate,Yes,4053,6324.72,457.7,120,1.0,Semiurban,N
LP101385,Female,No,0,Graduate,Yes,3279,2882.96,68.6,180,1.0,Rural,Y
LP101386,Male,Yes,2,Graduate,No,14686,6384.55,244.2,180,1.0,Urban,Y
LP101387,Female,Yes,0,Graduate,No,17959,2868.16,73.5,240,1.0,Rural,Y
LP101388,Male,Yes,3+,Graduate,No,22210,2936.32,93.0,120,1.0,Rural,Y
LP101389,Male,No,1,Not Graduate,Yes,23719,3995.99,346.5,120,0.0,Semiurban,N
LP101390,Female,No,3+,Graduate,Yes,6557,8524.3,341.2,300,1.0,Semiurban,N
LP101391,Female,Yes,1,Graduate,Yes,20233,5002.98,64.9,180,0.0,Semiurban,N
LP101392,Female,No,1,Graduate,Yes,20657,6789.01,50.5,300,1.0,Semiurban,Y
LP101393,Female,No,0,Not Graduate,No,3762,3919.68,85.5,360,0.0,Rural,N
LP101394,Male,Yes,3+,Graduate,Yes,21113,2636.05,393.3,180,0.0,Rural,N
LP101395,Female,Yes,2,Not Graduate,Yes,11808,9546.4,313.1,360,1.0,Urban,N
LP101396,Male,No,3+,Graduate,No,18276,6035.81,67.2,240,1.0,Urban,Y
LP101397,Male,Yes,3+,Graduate,No,18992,9339.51,269.6,180,0.0,Urban,N
LP101398,Female,No,2,Not Graduate,No,22246,2034.13,370.4,300,1.0,Semiurban,N
LP101399,Male,No,0,Graduate,Yes,6688,1468.94,441.0,300,1.0,Rural,N
LP101400,Male,No,3+,Graduate,No,10302,8558.23,470.3,180,1.0,Rural,N
LP101401,Male,No,3+,Not Graduate,No,6557,6809.17,197.3,300,1.0,Urban,Y
LP101402,Male,No,1,Graduate,Yes,5498,1865.78,111.1,180,1.0,Urban,Y
LP101403,Female,No,3+,Not Graduate,Yes,10364,2693.6,156.6,120,1.0,Rural,Y
LP101404,Female,Yes,2,Not Graduate,No,24450,8006.64,399.3,300,1.0,Semiurban,N
LP101405,Female,Yes,1,Not Graduate,Yes,5177,4538.69,487.2,180,1.0,Urban,N
LP101406,Female,No,0,Not Graduate,No,7296,6705.41,259.9,180,1.0,Urban,Y
LP101407,Male,No,1,Not Graduate,No,15950,3183.52,187.4,300,1.0,Rural,Y
LP101408,Male,No,2,Graduate,Yes,7863,3812.3,243.1,120,1.0,Rural,Y
LP101409,Female,Yes,2,Graduate,No,9623,9907.13,187.2,300,1.0,Urban,Y
LP101410,Female,No,1,Graduate,Yes,9722,2476.17,165.4,180,1.0,Urban,Y
LP101411,Female,Yes,0,Not Graduate,Yes,15154,5064.56,317.2,120,0.0,Semiurban,N
LP101412,Male,No,1,Not Graduate,Yes,19284,8444.02,57.1,360,1.0,Semiurban,Y
LP101413,Female,No,0,Not Graduate,No,5571,2392.23,166.8,240,1.0,Semiurban,Y
LP101414,Female,Yes,1,Not Graduate,Yes,10308,4152.14,347.6,300,1.0,Semiurban,N
LP101415,Female,Yes,2,Graduate,Yes,4286,6150.91,64.4,180,1.0,Urban,Y
LP101416,Male,No,3+,Graduate,No,2370,4811.88,87.4,120,1.0,Urban,N
LP101417,Male,No,3+,Not Graduate,No,5696,4595.02,182.0,120,1.0,Urban,Y
LP101418,Male,No,0,Not Graduate,No,13296,3625.1,445.0,360,1.0,Semiurban,N
LP101419,Male,Yes,0,Graduate,No,4239,5866.46,394.2,300,1.0,Urban,N
LP101420,Male,Yes,0,Not Graduate,Yes,2440,6243.73,60.0,120,1.0,Rural,N
LP101421,Male,Yes,2,Not Graduate,Yes,1840,6532.9,275.8,360,1.0,Semiurban,N
LP101422,Male,Yes,1,Not Graduate,Yes,5633,703.68,173.6,180,1.0,Rural,Y
LP101423,Male,Yes,2,Graduate,No,18543,6310.34,341.9,360,1.0,Semiurban,N
LP101424,Female,Yes,3+,Graduate,No,11725,9532.37,374.7,300,1.0,Urban,N
LP101425,Female,No,0,Not Graduate,Yes,11252,5409.86,438.3,360,1.0,Semiurban,N
LP101426,Male,No,1,Graduate,No,4957,7152.67,263.9,120,1.0,Rural,Y
LP101427,Male,Yes,3+,Not Graduate,No,11348,5567.32,497.5,120,1.0,Semiurban,N
LP101428,Female,No,3+,Not Graduate,Yes,20859,8547.41,491.0,240,1.0,Rural,N
LP101429,Male,No,3+,Graduate,Yes,10741,9295.83,447.0,360,1.0,Urban,N
LP101430,Male,Yes,2,Not Graduate,No,1953,1842.2,308.7,180,0.0,Rural,N
LP101431,Male,No,0,Not Graduate,No,11396,4368.6,229.1,300,1.0,Urban,Y
LP101432,Female,Yes,3+,Graduate,No,23326,3923.82,214.0,240,1.0,Rural,Y
LP101433,Female,Yes,0,Not Graduate,Yes,12476,4052.15,55.5,360,1.0,Urban,Y
LP101434,Female,No,2,Not Graduate,Yes,17372,1255.24,162.1,180,0.0,Rural,N
LP101435,Female,Yes,3+,Not Graduate,Yes,2318,8136.16,373.5,240,1.0,Urban,N
LP101436,Female,Yes,2,Graduate,Yes,6368,357.66,321.6,120,1.0,Urban,N
LP101437,Male,Yes,2,Not Graduate,Yes,17896,5282.27,462.4,300,0.0,Urban,N
LP101438,Female,Yes,0,Graduate,No,13671,6618.78,72.5,360,0.0,Rural,N
LP101439,Male,Yes,3+,Not Graduate,No,2420,2074.69,119.9,180,1.0,Rural,N
LP101440,Male,Yes,2,Not Graduate,No,22804,9058.5,405.2,120,1.0,Urban,N
LP101441,Female,Yes,3+,Not Graduate,Yes,20302,8385.49,211.3,240,1.0,Semiurban,Y
LP101442,Female,Yes,0,Not Graduate,Yes,11006,4710.84,103.3,300,0.0,Urban,N
LP101443,Male,No,2,Graduate,Yes,7975,4111.49,498.4,240,1.0,Semiurban,N
LP101444,Male,No,0,Graduate,No,3517,2365.68,404.3,240,1.0,Urban,N
LP101445,Male,No,3+,Not Graduate,Yes,9457,7299.93,233.9,180,1.0,Rural,Y
LP101446,Female,Yes,3+,Not Graduate,Yes,17730,1317.44,420.5,120,1.0,Semiurban,N
LP101447,Female,Yes,0,Not Graduate,No,10920,6802.38,356.3,360,1.0,Rural,N
LP101448,Female,No,1,Not Graduate,Yes,6292,8424.57,405.5,180,1.0,Semiurban,N
LP101449,Female,No,2,Not Graduate,No,24714,2284.72,416.8,300,1.0,Semiurban,N
LP101450,Female,No,3+,Not Graduate,Yes,14737,8664.27,88.1,240,1.0,Semiurban,Y
LP101451,Male,Yes,3+,Not Graduate,Yes,20318,333.23,330.3,300,0.0,Semiurban,N
LP101452,Female,No,2,Not Graduate,No,17751,9127.87,53.1,180,1.0,Rural,Y
LP101453,Male,No,0,Graduate,No,20752,1183.62,69.6,180,1.0,Semiurban,Y
LP101454,Male,Yes,0,Graduate,No,12207,6457.59,456.8,360,1.0,Urban,N
LP101455,Male,No,0,Graduate,No,2938,2500.82,287.4,240,1.0,Urban,N
LP101456,Female,Yes,1,Not Graduate,No,5043,8365.52,381.2,180,0.0,Semiurban,N
LP101457,Female,Yes,1,Not Graduate,No,12867,5123.0,427.3,300,0.0,Rural,N
LP101458,Female,Yes,3+,Not Graduate,Yes,19665,1352.41,477.3,360,1.0,Rural,N
LP101459,Male,No,0,Graduate,Yes,17020,5709.92,441.2,300,1.0,Semiurban,N
LP101460,Male,No,2,Not Graduate,No,7843,4078.83,267.5,240,1.0,Rural,Y
LP101461,Male,Yes,3+,Graduate,Yes,3763,6614.48,201.2,360,1.0,Rural,Y
LP101462,Male,No,2,Not Graduate,No,11661,8819.03,119.5,360,0.0,Rural,N
LP101463,Male,No,3+,Graduate,Yes,1711,4093.89,230.1,360,1.0,Semiurban,N
LP101464,Male,No,1,Graduate,No,24043,2898.81,214.9,120,0.0,Urban,N
LP101465,Female,No,3+,Graduate,Yes,15309,145.15,301.8,360,1.0,Urban,N
LP101466,Female,Yes,1,Not Graduate,Yes,8527,5748.39,349.5,300,1.0,Urban,N
LP101467,Female,No,3+,Graduate,Yes,1831,4022.75,490.2,300,1.0,Urban,N
